Ser No.,C,Al,Cu,Fe,Mn,Ni,Ti,V,Cr,Mo,Nb,Zr,Liquidus,Term. Temp,Solidifcation Range,Tot Vol Frac BCC,Tot Vol Frac FCC,Tot Vol Frac BCC+FCC,Tot Vol Frac Other,Acceptable
688,0,0,29,20,0,15,29,7,0,0,0,0,1086.03,885.92,200.11,0.024690596,0.097899575,0.122590171,0.877409829,0
689,0,0,27,12,0,15,42,4,0,0,0,0,1152.78,880.74,272.04,0.548296088,0,0.548296088,0.451703912,0
690,0,0,17,4,0,35,27,17,0,0,0,0,1290.7,992.37,298.33,0.409714427,0.02323045,0.432944878,0.567055122,0
691,0,0,8,15,0,18,39,20,0,0,0,0,1134.87,951.73,183.14,0.716050856,0,0.716050856,0.283949144,0
692,0,0,14,9,0,38,37,2,0,0,0,0,1225,1005.68,219.32,0.478132884,0.004507091,0.482639975,0.517360025,0
693,0,0,30,15,0,13,31,11,0,0,0,0,1028.14,884.92,143.22,0.000343293,0.048360924,0.048704217,0.951295783,0
694,0,0,34,9,0,1,55,1,0,0,0,0,1047.6,894.5,153.1,0.055328995,0,0.055328995,0.944671005,0
695,0,0,9,14,0,8,68,1,0,0,0,0,1000.52,906.12,94.4,0.867116203,0,0.867116203,0.132883797,0
696,0,0,7,14,0,34,33,12,0,0,0,0,1138.02,1005.68,132.34,0.701633032,0.033549247,0.735182279,0.264817721,0
697,0,0,39,2,0,18,31,10,0,0,0,0,1144.74,883.93,260.81,0.568918606,0.103761115,0.672679721,0.327320279,0
698,0,0,18,8,0,16,52,6,0,0,0,0,1168.49,898.77,269.72,0.743313845,0,0.743313845,0.256686155,0
699,0,0,33,16,0,6,42,3,0,0,0,0,1127.76,880.46,247.3,0.286440356,0,0.286440356,0.713559644,0
700,0,0,8,18,0,33,23,18,0,0,0,0,1120.84,1004.08,116.76,0.292635199,0.079795754,0.372430953,0.627569047,0
701,0,0,21,14,0,32,29,4,0,0,0,0,1301.15,1060.39,240.76,0.057304656,0.020893887,0.078198543,0.921801457,0
702,0,0,26,20,0,10,31,13,0,0,0,0,1154.1,883.92,270.18,0.342049567,0.085767301,0.427816868,0.572183132,0
703,0,0,9,19,0,7,64,1,0,0,0,0,1085.84,904.9,180.94,0.815739054,0,0.815739054,0.184260946,0
704,0,0,16,2,0,3,61,18,0,0,0,0,1284.1,916.08,368.02,0.725028824,0,0.725028824,0.274971176,0
705,0,0,28,7,0,34,23,8,0,0,0,0,1485.68,923.44,562.24,0.141174536,0.074117483,0.215292018,0.784707982,0
706,0,0,19,14,0,14,52,1,0,0,0,0,1167.38,886.59,280.79,0.677613398,0,0.677613398,0.322386602,0
707,0,0,33,9,0,14,40,4,0,0,0,0,1143.82,880.49,263.33,0.50586226,0,0.50586226,0.49413774,0
708,0,0,5,20,0,9,51,15,0,0,0,0,1117.98,899.22,218.76,0.645016253,0,0.645016253,0.354983747,0
709,0,0,9,17,0,30,40,4,0,0,0,0,1214.31,1041.47,172.84,0.649849083,0,0.649849083,0.350150917,0
710,0,0,3,19,0,32,32,14,0,0,0,0,1183.21,1003.27,179.94,0.696593541,0.060604737,0.757198277,0.242801723,0
711,0,0,2,15,0,17,61,5,0,0,0,0,1121.28,965.88,155.4,0.942653617,0,0.942653617,0.057346383,0
712,0,0,6,9,0,32,51,2,0,0,0,0,1277.57,957.85,319.72,0.990273633,0,0.990273633,0.009726367,1
713,0,0,28,11,0,6,36,19,0,0,0,0,1070.16,880.8,189.36,0.366910939,0,0.366910939,0.633089061,0
714,0,0,13,14,0,19,50,4,0,0,0,0,1200.87,840.63,360.24,0.789204414,0,0.789204414,0.210795586,0
715,0,0,26,13,0,18,25,18,0,0,0,0,1104.97,886.92,218.05,0.239303833,0.032587013,0.271890846,0.728109154,0
716,0,0,13,17,0,1,56,13,0,0,0,0,1034.89,885.82,149.07,0.444946703,0,0.444946703,0.555053297,0
717,0,0,38,2,0,25,25,10,0,0,0,0,1250.33,885.46,364.87,0.135523164,0.113831653,0.249354817,0.750645183,0
718,0,0,11,18,0,11,50,10,0,0,0,0,1116.14,897.57,218.57,0.680475609,0,0.680475609,0.319524391,0
719,0,0,39,3,0,9,31,18,0,0,0,0,1196.37,879.99,316.38,0.519568283,0,0.519568283,0.480431717,0
720,0,0,22,10,0,36,27,5,0,0,0,0,1461.68,1060.4,401.28,0.081512396,0.013333482,0.094845878,0.905154122,0
721,0,0,23,10,0,29,36,2,0,0,0,0,1188.33,887.93,300.4,0.257615082,0.011968268,0.26958335,0.73041665,0
722,0,0,35,10,5,35,15,0,0,0,0,0,1444.91,993.71,451.2,0,0.571376993,0.571376993,0.428623007,0
723,0.022989902,0,31.5,15.91750863,4.600524852,32.44093577,13.5,0,2.018040845,0,0,0,1519.52,1006.44,513.08,0,0.682766924,0.682766924,0.317233076,0
724,0.045979804,0,28,21.83501727,4.201049703,29.88187154,12,0,4.03608169,0,0,0,1513.75,1021.61,492.14,0,0.783693402,0.783693402,0.216306598,0
725,0.068969707,0,24.5,27.7525259,3.801574555,27.3228073,10.5,0,6.054122535,0,0,0,1466.67,1026.36,440.31,0,0.835015928,0.835015928,0.164984072,0
726,0.091959609,0,21,33.67003453,3.402099407,24.76374307,9,0,8.072163381,0,0,0,1401.11,1025.7,375.41,0,0.859709557,0.859709557,0.140290443,0
727,0.114949511,0,17.5,39.58754316,3.002624259,22.20467884,7.5,0,10.09020423,0,0,0,1329.98,1026.31,303.67,0,0.882929864,0.882929864,0.117070136,0
728,0.137939413,0,14,45.5050518,2.60314911,19.64561461,6,0,12.10824507,0,0,0,1257.58,1027.09,230.49,0,0.907654782,0.907654782,0.092345218,0
729,0.160929315,0,10.5,51.42256043,2.203673962,17.08655038,4.5,0,14.12628592,0,0,0,1292.98,1029.1,263.88,0,0.93127892,0.93127892,0.06872108,0
730,0.183919218,0,7,57.34006906,1.804198814,14.52748615,3,0,16.14432676,0,0,0,1344.02,1030.94,313.08,0,0.957218167,0.957218167,0.042781833,1
731,0.20690912,0,3.5,63.25757769,1.404723666,11.96842191,1.5,0,18.16236761,0,0,0,1394.39,1043.86,350.53,0.005955259,0.974665596,0.980620855,0.019379145,1
732,0,0,10,0.1,41,43.9,5,0,0,0,0,0,989.31,864.21,125.1,0,0.990013066,0.990013066,0.009986934,1
733,0.022989902,0,9,7.007508633,37.00052485,40.45093577,4.5,0,2.018040845,0,0,0,1141.68,852.33,289.35,0,0.990093421,0.990093421,0.009906579,1
734,0.045979804,0,8,13.91501727,33.0010497,37.00187154,4,0,4.03608169,0,0,0,1177.01,857.5,319.51,0,0.99430995,0.99430995,0.00569005,1
735,0.068969707,0,7,20.8225259,29.00157456,33.5528073,3.5,0,6.054122535,0,0,0,1166.63,853.29,313.34,0,0.98973536,0.98973536,0.01026464,1
736,0.091959609,0,6,27.73003453,25.00209941,30.10374307,3,0,8.072163381,0,0,0,1213.03,866.53,346.5,0,0.989422489,0.989422489,0.010577511,1
737,0.114949511,0,5,34.63754316,21.00262426,26.65467884,2.5,0,10.09020423,0,0,0,1256.47,882.72,373.75,0,0.989433051,0.989433051,0.010566949,1
738,0.137939413,0,4,41.5450518,17.00314911,23.20561461,2,0,12.10824507,0,0,0,1297.57,905.09,392.48,0,0.989236483,0.989236483,0.010763517,1
739,0.160929315,0,3,48.45256043,13.00367396,19.75655038,1.5,0,14.12628592,0,0,0,1336.82,945.19,391.63,0,0.988760533,0.988760533,0.011239467,1
740,0.183919218,0,2,55.36006906,9.004198814,16.30748615,1,0,16.14432676,0,0,0,1374.49,1012.34,362.15,0,0.987749698,0.987749698,0.012250302,1
741,0.20690912,0,1,62.26757769,5.004723666,12.85842191,0.5,0,18.16236761,0,0,0,1410.24,1227.73,182.51,0,0.986325577,0.986325577,0.013674423,1
742,0,0,28.60608925,12.01877756,0,19.53578646,23.369915,16.46943173,0,0,0,0,1118.19,886.93,231.26,0.245494782,0.081171874,0.326666656,0.673333344,0
743,0,1.019533165,25.74548032,10.8168998,0,17.58220781,29.65338558,15.18249332,0,0,0,0,1084.34,847.45,236.89,0.584388898,0.115556378,0.699945276,0.300054724,0
744,0,2.039066331,22.8848714,9.615022049,0,15.62862917,35.93685615,13.89555491,0,0,0,0,1105.22,786.26,318.96,0.677862693,0.082864389,0.760727082,0.239272918,0
745,0,3.058599496,20.02426247,8.413144293,0,13.67505052,42.22032672,12.6086165,0,0,0,0,1103.88,755.35,348.53,0.698707247,0.003218586,0.701925832,0.298074168,0
746,0,4.078132662,17.16365355,7.211266537,0,11.72147187,48.50379729,11.32167808,0,0,0,0,1019.04,917.76,101.28,0.324743001,0,0.324743001,0.675256999,0
747,0,5.097665827,14.30304462,6.009388781,0,9.767893229,54.78726787,10.03473967,0,0,0,0,1097.54,910.17,187.37,0.864108633,0,0.864108633,0.135891367,0
748,0,6.117198992,11.4424357,4.807511024,0,7.814314583,61.07073844,8.747801263,0,0,0,0,1232.7,902.71,329.99,0.916811968,0,0.916811968,0.083188032,0
749,0,7.136732158,8.581826775,3.605633268,0,5.860735937,67.35420901,7.460862852,0,0,0,0,1367.31,904.49,462.82,0.949443232,0,0.949443232,0.050556768,0
750,0,8.156265323,5.72121785,2.403755512,0,3.907157291,73.63767958,6.173924441,0,0,0,0,1488.38,908.36,580.02,0.972801936,0,0.972801936,0.027198064,1
751,0,9.175798489,2.860608925,1.201877756,0,1.953578646,79.92115015,4.88698603,0,0,0,0,1593.18,1019.05,574.13,0.980196282,0,0.980196282,0.019803718,1
752,0,0,6.03,0,24.71,26.87,15.07,0,0,16.07,11.25,0,1705.44,801.93,903.51,0.335498312,0.667032029,1.002530341,-0.002530341,1
753,0,1.019533165,5.427,0,22.239,24.183,22.18346207,0.360004762,0,14.463,10.125,0,1711.67,803,908.67,0.592039079,0.394188742,0.986227821,0.013772179,1
754,0,2.039066331,4.824,0,19.768,21.488,29.30492415,0.720009524,0,12.856,9,0,1728.48,795.51,932.97,0.751577871,0.167528148,0.919106019,0.080893981,0
755,0,3.058599496,4.221,0,17.297,18.802,36.41738622,1.080014286,0,11.249,7.875,0,1747.21,792.25,954.96,0.788309615,0.03972054,0.828030156,0.171969844,0
756,0,4.078132662,3.618,0,14.826,16.116,43.52984829,1.440019047,0,9.642,6.75,0,1758.96,749.69,1009.27,0.809821383,0,0.809821383,0.190178617,0
757,0,5.097665827,3.015,0,12.355,13.43,50.64231036,1.800023809,0,8.035,5.625,0,1759.76,749.64,1010.12,0.875768561,0,0.875768561,0.124231439,0
758,0,6.117198992,2.412,0,9.884,10.744,57.75477244,2.160028571,0,6.428,4.5,0,1747.62,749.84,997.78,0.924226063,0,0.924226063,0.075773937,0
759,0,7.136732158,1.809,0,7.413,8.058,64.86723451,2.520033333,0,4.821,3.375,0,1721.17,749.81,971.36,0.954130193,0,0.954130193,0.045869807,1
760,0,8.156265323,1.206,0,4.942,5.372,71.97969658,2.880038095,0,3.214,2.25,0,1682.95,750.32,932.63,0.973989373,0,0.973989373,0.026010627,1
761,0,9.175798489,0.603,0,2.471,2.686,79.09215865,3.240042857,0,1.607,1.125,0,1658.61,790.69,867.92,0.987781554,0,0.987781554,0.012218446,1
762,0,0,0,13.14672005,0,12.50879289,39.04189121,0,0,18.77943621,16.52315964,0,1979.8,963.67,1016.13,0.990079733,0,0.990079733,0.009920267,1
763,0,1.019533165,0,11.83204804,0,11.2579136,43.75816416,0.360004762,0,16.90149259,14.87084368,0,1997.67,945.58,1052.09,0.973385394,0,0.973385394,0.026614606,1
764,0,2.039066331,0,10.51737604,0,10.00703431,48.47443711,0.720009524,0,15.02354897,13.21852771,0,2007.42,949.43,1057.99,0.951875705,0,0.951875705,0.048124295,1
765,0,3.058599496,0,9.202704034,0,8.756155023,53.19071006,1.080014286,0,13.14560535,11.56621175,0,2007.42,953.75,1053.67,0.935668981,0,0.935668981,0.064331019,0
766,0,4.078132662,0,7.888032029,0,7.505275734,57.90698302,1.440019047,0,11.26766173,9.913895784,0,1996.05,957.64,1038.41,0.93288895,0,0.93288895,0.06711105,0
767,0,5.097665827,0,6.573360024,0,6.254396445,62.62325597,1.800023809,0,9.389718107,8.26157982,0,1971.43,960.41,1011.02,0.944034019,0,0.944034019,0.055965981,0
768,0,6.117198992,0,5.258688019,0,5.003517156,67.33952892,2.160028571,0,7.511774485,6.609263856,0,1931.15,964.42,966.73,0.957706796,0,0.957706796,0.042293204,1
769,0,7.136732158,0,3.944016014,0,3.752637867,72.05580187,2.520033333,0,5.633830864,4.956947892,0,1872.4,969.14,903.26,0.971260917,0,0.971260917,0.028739083,1
770,0,8.156265323,0,2.62934401,0,2.501758578,76.77207482,2.880038095,0,3.755887243,3.304631928,0,1793.97,975.3,818.67,0.982973651,0,0.982973651,0.017026349,1
771,0,9.175798489,0,1.314672005,0,1.250879289,81.48834778,3.240042857,0,1.877943621,1.652315964,0,1713.07,993.95,719.12,0.990064086,0,0.990064086,0.009935914,1
772,0,0,0,8.993921431,0,4.890001897,37.47478447,0,0,23.92737652,24.71391568,0,2259.7,1026.33,1233.37,0.990007717,0,0.990007717,0.009992283,1
773,0,1.019533165,0,8.094529288,0,4.401001707,42.3477681,0.360004762,0,21.53463887,22.24252412,0,2257.06,971.62,1285.44,0.985816551,0,0.985816551,0.014183449,1
774,0,2.039066331,0,7.195137145,0,3.912001517,47.22075172,0.720009524,0,19.14190121,19.77113255,0,2245.59,970.24,1275.35,0.976700985,0,0.976700985,0.023299015,1
775,0,3.058599496,0,6.295745002,0,3.423001328,52.09373535,1.080014286,0,16.74916356,17.29974098,0,2224.15,970.89,1253.26,0.969413694,0,0.969413694,0.030586306,1
776,0,4.078132662,0,5.396352859,0,2.934001138,56.96671897,1.440019047,0,14.35642591,14.82834941,0,2191.42,970.33,1221.09,0.967280566,0,0.967280566,0.032719434,1
777,0,5.097665827,0,4.496960715,0,2.445000948,61.8397026,1.800023809,0,11.96368826,12.35695784,0,2145.6,972.26,1173.34,0.968875325,0,0.968875325,0.031124675,1
778,0,6.117198992,0,3.597568572,0,1.956000759,66.71268622,2.160028571,0,9.570950607,9.885566274,0,2083.93,975.68,1108.25,0.974110974,0,0.974110974,0.025889026,1
779,0,7.136732158,0,2.698176429,0,1.467000569,71.58566985,2.520033333,0,7.178212955,7.414174705,0,2002.08,981.57,1020.51,0.980570021,0,0.980570021,0.019429979,1
780,0,8.156265323,0,1.798784286,0,0.978000379,76.45865348,2.880038095,0,4.785475303,4.942783137,0,1894.07,992.78,901.29,0.987210283,0,0.987210283,0.012789717,1
781,0,9.175798489,0,0.899392143,0,0.48900019,81.3316371,3.240042857,0,2.392737652,2.471391568,0,1762.97,1051.88,711.09,0.990003626,0,0.990003626,0.009996374,1
782,0,0,4,0.64,16.4,18.16,20,0,0,24,16.8,0,1953.43,787.88,1165.55,0.658956526,0.325108141,0.984064667,0.015935333,1
783,0.022989902,0,3.6,7.493508633,14.86052485,17.28493577,18,0,2.018040845,21.6,15.12,0,1813.99,814.87,999.12,0.579669653,0.268908367,0.84857802,0.15142198,0
784,0.045979804,0,3.2,14.34701727,13.3210497,16.40987154,16,0,4.03608169,19.2,13.44,0,1684.38,822.17,862.21,0.417379196,0.288862023,0.706241219,0.293758781,0
785,0.068969707,0,2.8,21.2005259,11.78157456,15.5348073,14,0,6.054122535,16.8,11.76,0,1561.94,832.79,729.15,0.266456622,0.303922558,0.57037918,0.42962082,0
786,0.091959609,0,2.4,28.05403453,10.24209941,14.65974307,12,0,8.072163381,14.4,10.08,0,1442.97,850.75,592.22,0.161272997,0.296137163,0.45741016,0.54258984,0
787,0.114949511,0,2,34.90754316,8.702624259,13.78467884,10,0,10.09020423,12,8.4,0,1355.71,858.66,497.05,0.037996594,0.310201801,0.348198395,0.651801605,0
788,0.137939413,0,1.6,41.7610518,7.16314911,12.90961461,8,0,12.10824507,9.6,6.72,0,1354.98,867.98,487,1.77E-05,0.384968769,0.384986498,0.615013502,0
789,0.160929315,0,1.2,48.61456043,5.623673962,12.03455038,6,0,14.12628592,7.2,5.04,0,1324.57,941.6,382.97,0.309100676,0.36178589,0.670886566,0.329113434,0
790,0.183919218,0,0.8,55.46806906,4.084198814,11.15948615,4,0,16.14432676,4.8,3.36,0,1296.12,1013.06,283.06,0.433605308,0.398077756,0.831683064,0.168316936,0
791,0.20690912,0,0.4,62.32157769,2.544723666,10.28442191,2,0,18.16236761,2.4,1.68,0,1373.66,1131.8,241.86,0.53160298,0.408567852,0.940170832,0.059829168,0
792,0,0,0,15.78899446,0,10.01523629,24.56073135,0,0,29.86289376,19.77214414,0,2031.65,1079.63,952.02,0.799013807,0,0.799013807,0.200986193,0
793,0,1.019533165,0,14.21009501,0,9.013712662,30.72512028,0.360004762,0,26.87660438,17.79492973,0,2058.53,1192.8,865.73,0.88968243,0,0.88968243,0.11031757,0
794,0,2.039066331,0,12.63119557,0,8.012189033,36.88950922,0.720009524,0,23.89031501,15.81771532,0,2080.07,1114.98,965.09,0.990171442,0,0.990171442,0.009828558,1
795,0,3.058599496,0,11.05229612,0,7.010665404,43.05389816,1.080014286,0,20.90402563,13.8405009,0,2091.4,975.56,1115.84,0.988471366,0,0.988471366,0.011528634,1
796,0,4.078132662,0,9.473396674,0,6.009141775,49.2182871,1.440019047,0,17.91773626,11.86328649,0,2089.28,968.1,1121.18,0.978675321,0,0.978675321,0.021324679,1
797,0,5.097665827,0,7.894497229,0,5.007618146,55.38267604,1.800023809,0,14.93144688,9.886072072,0,2071.04,967.5,1103.54,0.972442251,0,0.972442251,0.027557749,1
798,0,6.117198992,0,6.315597783,0,4.006094517,61.54706497,2.160028571,0,11.9451575,7.908857658,0,2033.54,969.19,1064.35,0.973228907,0,0.973228907,0.026771093,1
799,0,7.136732158,0,4.736698337,0,3.004570887,67.71145391,2.520033333,0,8.958868128,5.931643243,0,1972.15,973.13,999.02,0.977673907,0,0.977673907,0.022326093,1
800,0,8.156265323,0,3.157798891,0,2.003047258,73.87584285,2.880038095,0,5.972578752,3.954428829,0,1880.06,979.35,900.71,0.984610242,0,0.984610242,0.015389758,1
801,0,9.175798489,0,1.578899446,0,1.001523629,80.04023179,3.240042857,0,2.986289376,1.977214414,0,1757.3,1001.17,756.13,0.990024055,0,0.990024055,0.009975945,1
802,0,0,0,10.7776714,0,17.94572357,18.86098124,0,0,31.36093472,21.05468907,0,1991.36,1079.64,911.72,0.784464542,0,0.784464542,0.215535458,0
803,0,1.019533165,0,9.699904258,0,16.15115122,25.59534519,0.360004762,0,28.22484125,18.94922016,0,2019.93,1006.88,1013.05,0.886561761,0.002313063,0.888874825,0.111125175,0
804,0,2.039066331,0,8.622137119,0,14.35657886,32.32970913,0.720009524,0,25.08874778,16.84375125,0,2049.94,1069.43,980.51,0.98678703,0,0.98678703,0.01321297,1
805,0,3.058599496,0,7.544369979,0,12.5620065,39.06407308,1.080014286,0,21.95265431,14.73828235,0,2072.56,1035.22,1037.34,0.990201683,0,0.990201683,0.009798317,1
806,0,4.078132662,0,6.466602839,0,10.76743414,45.79843703,1.440019047,0,18.81656083,12.63281344,0,2081.87,963.6,1118.27,0.979940173,0,0.979940173,0.020059827,1
807,0,5.097665827,0,5.388835699,0,8.972861786,52.53280098,1.800023809,0,15.68046736,10.52734453,0,2073.79,958.77,1115.02,0.963946664,0,0.963946664,0.036053336,1
808,0,6.117198992,0,4.311068559,0,7.178289429,59.26716493,2.160028571,0,12.54437389,8.421875627,0,2044.13,961.86,1082.27,0.963830001,0,0.963830001,0.036169999,1
809,0,7.136732158,0,3.233301419,0,5.383717072,66.00152888,2.520033333,0,9.408280417,6.31640672,0,1987.11,966.81,1020.3,0.970069707,0,0.970069707,0.029930293,1
810,0,8.156265323,0,2.15553428,0,3.589144715,72.73589283,2.880038095,0,6.272186945,4.210937814,0,1894.34,974.41,919.93,0.978706327,0,0.978706327,0.021293673,1
811,0,9.175798489,0,1.07776714,0,1.794572357,79.47025678,3.240042857,0,3.136093472,2.105468907,0,1763.23,989.18,774.05,0.987801704,0,0.987801704,0.012198296,1
812,0,0,0,4.957617579,0,16.50969516,37.59537884,0,0,23.80241526,17.13489316,0,2093.26,946.49,1146.77,0.983220434,0,0.983220434,0.016779566,1
813,0,1.019533165,0,4.461855821,0,14.85872564,42.45630303,0.360004762,0,21.42217373,15.42140384,0,2106.97,938.14,1168.83,0.948269942,0,0.948269942,0.051730058,0
814,0,2.039066331,0,3.966094063,0,13.20775613,47.31722722,0.720009524,0,19.04193221,13.70791453,0,2112.48,941.12,1171.36,0.905743529,0,0.905743529,0.094256471,0
815,0,3.058599496,0,3.470332305,0,11.55678661,52.17815141,1.080014286,0,16.66169068,11.99442521,0,2107.87,945.48,1162.39,0.872915523,0,0.872915523,0.127084477,0
816,0,4.078132662,0,2.974570548,0,9.905817096,57.0390756,1.440019047,0,14.28144915,10.2809359,0,2091.19,951.5,1139.69,0.867139762,0,0.867139762,0.132860238,0
817,0,5.097665827,0,2.47880879,0,8.25484758,61.89999979,1.800023809,0,11.90120763,8.56744658,0,2060.09,957.08,1103.01,0.891707166,0,0.891707166,0.108292834,0
818,0,6.117198992,0,1.983047032,0,6.603878064,66.76092397,2.160028571,0,9.520966103,6.853957264,0,2011.43,962.93,1048.5,0.919483278,0,0.919483278,0.080516722,0
819,0,7.136732158,0,1.487285274,0,4.952908548,71.62184816,2.520033333,0,7.140724577,5.140467948,0,1941.17,968.69,972.48,0.94397696,0,0.94397696,0.05602304,0
820,0,8.156265323,0,0.991523516,0,3.301939032,76.48277235,2.880038095,0,4.760483052,3.426978632,0,1845.48,976.53,868.95,0.965801064,0,0.965801064,0.034198936,1
821,0,9.175798489,0,0.495761758,0,1.650969516,81.34369654,3.240042857,0,2.380241526,1.713489316,0,1735.77,1006.65,729.12,0.983462817,0,0.983462817,0.016537183,1
822,0,0,6.03,0,24.71,26.87,15.07,0,0,16.07,11.25,0,1705.44,801.93,903.51,0.335498312,0.667032029,1.002530341,-0.002530341,1
823,0.022989902,0,5.427,6.917508633,22.33952485,25.12393577,13.563,0,2.018040845,14.463,10.125,0,1582.73,803.25,779.48,0.258817984,0.628403033,0.887221017,0.112778983,0
824,0.045979804,0,4.824,13.83501727,19.9690497,23.37787154,12.056,0,4.03608169,12.856,9,0,1469.23,830.14,639.09,0.184964434,0.58213244,0.767096874,0.232903126,0
825,0.068969707,0,4.221,20.7525259,17.59857456,21.6318073,10.549,0,6.054122535,11.249,7.875,0,1361.26,838.74,522.52,0.108675526,0.558516733,0.667192259,0.332807741,0
826,0.091959609,0,3.618,27.67603453,15.22809941,19.87974307,9.042,0,8.072163381,9.642,6.75,0,1270.58,850.95,419.63,0.016301356,0.54423907,0.560540426,0.439459574,0
827,0.114949511,0,3.015,34.59254316,12.85762426,18.13467884,7.535,0,10.09020423,8.035,5.625,0,1280.6,858.59,422.01,0.000587318,0.581292598,0.581879917,0.418120083,0
828,0.137939413,0,2.412,41.5090518,10.48714911,16.38961461,6.028,0,12.10824507,6.428,4.5,0,1268.6,867.21,401.39,0,0.654986035,0.654986035,0.345013965,0
829,0.160929315,0,1.809,48.42556043,8.116673962,14.64455038,4.521,0,14.12628592,4.821,3.375,0,1232.73,932.47,300.26,0.044489728,0.742261516,0.786751244,0.213248756,0
830,0.183919218,0,1.206,55.34206906,5.746198814,12.89948615,3.014,0,16.14432676,3.214,2.25,0,1299.33,1010.32,289.01,0.132150096,0.760154708,0.892304805,0.107695195,0
831,0.20690912,0,0.603,62.25857769,3.375723666,11.15442191,1.507,0,18.16236761,1.607,1.125,0,1376.62,1132.2,244.42,0.287949446,0.672401598,0.960351044,0.039648956,1
832,0,0,29.69502339,5.04327665,0,27.35178253,23.53536127,14.37455616,0,0,0,0,1257.38,887.55,369.83,0.214701105,0.076482761,0.291183866,0.708816134,0
833,0,1.019533165,26.72552105,4.538948985,0,24.61660427,29.80228722,13.2971053,0,0,0,0,1147.27,830.91,316.36,0.460281996,0.060094651,0.520376647,0.479623353,0
834,0,2.039066331,23.75601871,4.03462132,0,21.88142602,36.06921317,12.21965445,0,0,0,0,1158.54,769.06,389.48,0.847363328,0.102586379,0.949949707,0.050050293,0
835,0,3.058599496,20.78651637,3.530293655,0,19.14624777,42.33613911,11.1422036,0,0,0,0,1163.16,755.31,407.85,0.871995967,0.010642982,0.88263895,0.11736105,0
836,0,4.078132662,17.81701403,3.02596599,0,16.41106952,48.60306506,10.06475274,0,0,0,0,1136.86,902.31,234.55,0.891947518,0,0.891947518,0.108052482,0
837,0,5.097665827,14.8475117,2.521638325,0,13.67589126,54.869991,8.987301888,0,0,0,0,1095.21,915.9,179.31,0.928395759,0,0.928395759,0.071604241,0
838,0,6.117198992,11.87800936,2.01731066,0,10.94071301,61.13691695,7.909851034,0,0,0,0,1215.65,913.44,302.21,0.951941212,0,0.951941212,0.048058788,1
839,0,7.136732158,8.908507017,1.512982995,0,8.205534758,67.40384289,6.83240018,0,0,0,0,1352.61,909.56,443.05,0.974059361,0,0.974059361,0.025940639,1
840,0,8.156265323,5.939004678,1.00865533,0,5.470356505,73.67076884,5.754949327,0,0,0,0,1477.52,916.53,560.99,0.987894533,0,0.987894533,0.012105467,1
841,0,9.175798489,2.969502339,0.504327665,0,2.735178253,79.93769478,4.677498473,0,0,0,0,1587.7,1054.57,533.13,0.99003321,0,0.99003321,0.00996679,1
842,0,0,0,2.616979228,0,1.244996891,42.74412163,0,0,26.65215806,26.74174418,0,2400.97,1023.02,1377.95,0.531335958,0,0.531335958,0.468664042,0
843,0.022989902,0,0,9.272789938,0.100524852,2.06143297,38.46970947,0,2.018040845,23.98694226,24.06756977,0,2279.93,1024.13,1255.8,0.956267593,0.000517094,0.956784686,0.043215314,1
844,0.045979804,0,0,15.92860065,0.201049703,2.877869049,34.19529731,0,4.03608169,21.32172645,21.39339535,0,2090.35,1014.91,1075.44,0.843363404,0.001102112,0.844465516,0.155534484,0
845,0.068969707,0,0,22.58441136,0.301574555,3.694305128,29.92088514,0,6.054122535,18.65651064,18.71922093,0,1899.11,1005.72,893.39,0.697604693,0.001708737,0.69931343,0.30068657,0
846,0.091959609,0,0,29.24022207,0.402099407,4.510741207,25.64647298,0,8.072163381,15.99129484,16.04504651,0,1712.59,1004.39,708.2,0.51996298,0.002298516,0.522261496,0.477738504,0
847,0.114949511,0,0,35.89603278,0.502624259,5.327177286,21.37206082,0,10.09020423,13.32607903,13.37087209,0,1535.92,1216.17,319.75,0.315863541,0.002800167,0.318663709,0.681336291,0
848,0.137939413,0,0,42.55184349,0.60314911,6.143613366,17.09764865,0,12.10824507,10.66086323,10.69669767,0,1502.86,1085.64,417.22,0.178854167,0.008121683,0.186975849,0.813024151,0
849,0.160929315,0,0,49.2076542,0.703673962,6.960049445,12.82323649,0,14.12628592,7.995647419,8.022523255,0,1492.53,1116.44,376.09,0.32582042,0.023210185,0.349030605,0.650969395,0
850,0.183919218,0,0,55.86346491,0.804198814,7.776485524,8.548824327,0,16.14432676,5.330431613,5.348348837,0,1420.37,1142.4,277.97,0.556443983,0.053488959,0.609932942,0.390067058,0
851,0.20690912,0,0,62.51927562,0.904723666,8.592921603,4.274412163,0,18.16236761,2.665215806,2.674174418,0,1344.7,1163.08,181.62,0.750474766,0.118122624,0.86859739,0.13140261,0
852,0,0,0,5.515603754,0,5.247966396,28.95700613,0,0,32.09867566,28.18074806,0,2342.28,1183.7,1158.58,0.965092728,0,0.965092728,0.034907272,1
853,0,1.019533165,0,4.964043379,0,4.723169756,34.68176759,0.360004762,0,28.8888081,25.36267325,0,2344.46,1094.01,1250.45,0.990053421,0,0.990053421,0.009946579,1
854,0,2.039066331,0,4.412483003,0,4.198373116,40.40652905,0.720009524,0,25.67894053,22.54459845,0,2337.14,976.27,1360.87,0.989666424,0,0.989666424,0.010333576,1
